Accel X,Accel Y
0.45114136,4.384918
0.457489,4.394211
0.47325134,4.402466
0.4953308,4.402466
0.5077667,4.402466
0.5077667,4.402466
0.509964,4.402466
0.5106201,4.4111023
0.4949646,4.404022
0.5051575,4.412918
0.48999023,4.395279
0.47540283,4.389862
0.44995117,4.3870697
0.44552612,4.3665466
0.45030212,4.362076
0.4568634,4.3593597
0.43740845,4.363632
0.40725708,4.3844757
0.38879395,4.393692
0.36993408,4.386734
0.34457397,4.3639526
0.32606506,4.3453827
0.32774353,4.324341
0.32504272,4.3131256
0.30647278,4.3019104
0.28211975,4.3019104
0.27140808,4.294037
0.28341675,4.282028
0.30192566,4.273178
0.31349182,4.3005676
0.31201172,4.316269
0.30665588,4.324066
0.31259155,4.3365784
0.32339478,4.360153
0.35435486,4.3665466
0.38127136,4.376526
0.39968872,4.387924
0.4202881,4.402466
0.44805908,4.3943787
0.47583008,4.3697357
0.508728,4.352188
0.52111816,4.355255
0.54837036,4.3657074
0.55825806,4.3954926
0.5910034,4.4345856
0.6094971,4.472473
0.628067,4.481476
0.63822937,4.4791107
0.6507416,4.467102
0.6480255,4.482956
0.6439514,4.4955444
0.63475037,4.4886475
0.621109,4.484268
0.60910034,4.4942627
0.614151,4.5075073
0.598053,4.4958344
0.5702667,4.4958344
0.55804443,4.4958344
0.5555725,4.4958344
0.55085754,4.4958344
0.55085754,4.4825897
0.5523224,4.498764
0.56163025,4.49942
0.5652313,4.465973
0.5497284,4.4527435
0.5285797,4.4527435
0.50057983,4.4479523
0.49339294,4.431961
0.4773407,4.400772
0.46806335,4.395279
0.4646759,4.401169
0.45822144,4.4262085
0.4703064,4.4371033
0.47903442,4.424011
0.48599243,4.4448853
0.51683044,4.4618073
0.52212524,4.4750214
0.5281372,4.481476
0.52835083,4.466156
0.5191498,4.4569397
0.4996643,4.4374695
0.4862213,4.431198
0.4841919,4.423111
0.4749298,4.3942566
0.46562195,4.388092
0.46081543,4.389206
0.4853058,4.41098
0.49339294,4.4417114
0.49316406,4.431198
0.47462463,4.4355927
0.46037292,4.4455566
0.45108032,4.45195
0.44781494,4.440567
0.42919922,4.41008
0.43237305,4.402466
0.42088318,4.393921
0.40481567,4.364151
0.38671875,4.3549194
0.3653412,4.3390503
0.34690857,4.319214
0.33538818,4.2983856
0.33538818,4.2947235
0.33740234,4.3167725
0.37434387,4.3336945
0.42044067,4.356781
0.4493866,4.366089
0.457489,4.389694
0.46116638,4.3989563
0.45892334,4.402466
0.44311523,4.402466
0.42964172,4.407837
0.38812256,4.4168243
0.3646698,4.4168243
0.37303162,4.40596
0.378479,4.4168243
0.39024353,4.422714
0.41116333,4.433563
0.4517975,4.4556274
0.479599,4.4748535
0.5142822,4.4954987
0.536499,4.4886475
0.5404968,4.4926605
0.5496826,4.5078735
0.55708313,4.5173798
0.55085754,4.5082855
0.5406494,4.485626
0.536499,4.4599304
0.54577637,4.446396
0.55085754,4.4145813
0.53829956,4.3898926
0.5387573,4.364273
0.5540619,4.352188
0.56329346,4.357437
0.5797577,4.3665466
0.5913391,4.3756714
0.6097717,4.4082336
0.6282959,4.448807
0.66127014,4.4697723
0.6763153,4.488205
0.68014526,4.490387
0.6797943,4.4886475
0.6680603,4.491089
0.63360596,4.5083313
0.60305786,4.4967957
0.6025696,4.4886475
0.6048126,4.485138
0.60113525,4.46463
0.6088257,4.460434
0.61550903,4.467102
0.61550903,4.4624634
0.61550903,4.4599304
